timestamp,symbol,side,price,size,reason
2024-04-27T13:00:00+00:00,ETH-USD,sell,3147.587646484375,0.39326585427834454,level_2_reversion
2024-04-27T17:00:00+00:00,ETH-USD,sell,3255.77685546875,5.551115123125783e-17,level_4_reversion
2024-04-29T13:00:00+00:00,ETH-USD,buy,3129.603271484375,0.39009235887969435,level_1_entry
2024-04-29T14:00:00+00:00,ETH-USD,sell,3175.1337890625,0.39009235887969435,level_1_reversion
2024-04-30T08:00:00+00:00,ETH-USD,buy,3069.004150390625,0.39848941071508687,level_1_entry
2024-04-30T09:00:00+00:00,ETH-USD,buy,3048.025390625,0.4009029850918556,level_2_entry
2024-04-30T10:00:00+00:00,ETH-USD,buy,3043.10791015625,0.37134537726740074,level_3_entry
2024-05-04T10:00:00+00:00,ETH-USD,sell,3163.349853515625,0.4009029850918556,level_2_reversion
2024-05-04T12:00:00+00:00,ETH-USD,sell,3151.04931640625,0.39848941071508687,level_1_reversion
2024-05-04T22:00:00+00:00,ETH-USD,buy,3107.7431640625,0.3974965744081064,level_1_entry
2024-05-05T01:00:00+00:00,ETH-USD,buy,3091.85009765625,0.3950993220203614,level_2_entry
2024-05-05T08:00:00+00:00,ETH-USD,sell,3157.68701171875,0.3950993220203614,level_2_reversion
2024-05-05T09:00:00+00:00,ETH-USD,sell,3144.84814453125,0.3974965744081064,level_1_reversion
2024-05-05T15:00:00+00:00,ETH-USD,sell,3164.36669921875,0.3713453772674006,level_3_reversion
2024-05-06T12:00:00+00:00,ETH-USD,buy,3098.461669921875,0.4010802674148114,level_1_entry
2024-05-06T14:00:00+00:00,ETH-USD,buy,3080.19091796875,0.4031738628059614,level_2_entry
2024-05-07T08:00:00+00:00,ETH-USD,sell,3121.5556640625,0.4010802674148114,level_1_reversion
2024-05-07T11:00:00+00:00,ETH-USD,buy,3065.612060546875,0.40551054025246347,level_1_entry
2024-05-15T19:00:00+00:00,ETH-USD,sell,3023.9697265625,0.40551054025246347,level_1_reversion
2024-05-15T23:00:00+00:00,ETH-USD,sell,3036.393798828125,1.6653345369377348e-16,level_3_reversion
2024-05-16T12:00:00+00:00,ETH-USD,buy,2983.953125,0.4146046712504638,level_1_entry
2024-05-16T14:00:00+00:00,ETH-USD,buy,2941.90771484375,0.404677089283887,level_3_entry
2024-05-17T07:00:00+00:00,ETH-USD,sell,3025.28076171875,0.404677089283887,level_3_reversion
2024-05-17T08:00:00+00:00,ETH-USD,sell,3026.60791015625,0.4031738628059614,level_2_reversion
